vote	source
5	https://equestria.social/@memprices/112097870668540551
4	https://equestria.social/@wirelune/112102050813917595
4	https://socel.net/@cutepencilcase/112076519291329034
4	https://meow.social/@Sanssouci/112076770055937293
4	https://equestria.social/@yoshter7/112072655197700550
4	https://equestria.social/@zutcha/112076583273072488
4	https://equestria.social/@DoodleDonut/112094486601471786
4	https://pone.social/@spoon/112097769560556418
4	https://pone.social/@Maretian/112073459313785874
3	https://equestria.social/@ElusivePurple/112072261781901276
3	https://meow.social/@BaronEngel/112092032252784629
3	https://equestria.social/@Solicene/112090152289639093
3	https://hooves.social/notes/9qpfwbzjh5ifl1ql
3	https://pone.social/@friction/112052957335711490
3	https://equestria.social/@StarCastEclipse/112085743007585150
3	https://equestria.social/@zutcha/112075300610944155
3	https://equestria.social/@belkasempai/112073849065006639
3	https://pone.social/@hattsy/112078718257658260
3	https://mastodon.art/@typhwosion/112078436515063620
3	https://equestria.social/@zutcha/112076758391162920
3	https://equestria.social/@wirelune/112076811753397997
3	https://mstdn.social/@sambaneko/111931062294593787
3	https://equestria.social/@Lil_VampireCJ/112026515593708617
3	https://equestria.social/@yoshter7/111970555163103974
3	https://equestria.social/@belkasempai/112071942718452974
3	https://pone.social/@thebatfang/112052236437331223
3	https://equestria.social/@DoodleDonut/112079801566491372
3	https://socel.net/@cutepencilcase/112085136267311766
3	https://meow.social/@BaronEngel/112083713796636031
3	https://pone.social/@spoon/112074867177320735
3	https://pone.social/@Rhorse/112070061285116731
2	https://equestria.social/@zutcha/112084449514100604
2	https://equestria.social/@Tidenloria/112072074590510524
2	https://pone.social/@friction/112032288914286855
2	https://equestria.social/@AterHut/112072222930139996
2	https://mastodon.art/@typhwosion/112084257337577531
2	https://equestria.social/@PureBlueHeart/112102360930024998
2	https://equestria.social/@StarCastEclipse/112085744789974529
2	https://pone.social/@zanlogemlor/112075420401695418
2	https://equestria.social/@sweetdreams/112084182352844147
2	https://equestria.social/@joaothejohndraws/112083299813274639
2	https://mastodon.art/@AlexDTI/112083583758374491
2	https://mastodon.art/@drachenmagier/112048452338889581
2	https://pone.social/@Boneappletheteeth/112030593609801969
2	https://equestria.social/@GatorGoatJohnny/112068679828756240
2	https://pone.social/@thebatfang/112102737164540559
2	https://equestria.social/@PureBlueHeart/112089702093796115
2	https://equestria.social/@StarCastEclipse/112085740915046712
2	https://pone.social/@WapaMario63/112074855911979336
2	https://pone.social/@Boneappletheteeth/112063939517507139
1	https://equestria.social/@DoodleDonut/112072525784127940
1	https://socel.net/@cutepencilcase/112088252244447404
1	https://equestria.social/@Dasha_Moone/112083906515555950
1	https://pone.social/@GothicAnon/112084226316740736
1	https://equestria.social/@FrownFactory/112066799704657707
1	https://pone.social/@Rhorse/112058077749444516
1	https://equestria.social/@Felis/112084508470032034
1	https://equestria.social/@ElusivePurple/112088008049389475
1	https://mastodon.online/@amynewblue/112085575581196574
1	https://hooves.social/notes/9qt2dw6avpvh4gku
1	https://equestria.social/@Solicene/112090140876501768
1	https://pone.social/@Rhorse/112052674720311785
1	https://equestria.social/@PureBlueHeart/112078029051945249
1	https://equestria.social/@PankoPai/112083374993124634
